Path;SteerAngle;Throttle;Brake;Speed;X_Position;Y_Position;Pitch;Yaw;Roll
C:\Users\Erik\RoboND-Python-StarterKit\Roversim_x86_64_Data\IMG\robocam_2018_12_20_17_28_42_502.jpg;-15;1;0;3.353191;100.7453;185.2197;324.231;95.39493;339.6408
C:\Users\Erik\RoboND-Python-StarterKit\Roversim_x86_64_Data\IMG\robocam_2018_12_20_17_28_42_553.jpg;-15;1;0;2.798758;100.8324;185.3746;323.3623;94.07028;337.4146
C:\Users\Erik\RoboND-Python-StarterKit\Roversim_x86_64_Data\IMG\robocam_2018_12_20_17_28_42_603.jpg;-15;1;0;2.798758;100.899;185.4737;323.0986;92.96021;335.5739
C:\Users\Erik\RoboND-Python-StarterKit\Roversim_x86_64_Data\IMG\robocam_2018_12_20_17_28_42_652.jpg;-15;1;0;2.798758;100.9983;185.6223;322.7579;91.27411;332.7975
C:\Users\Erik\RoboND-Python-StarterKit\Roversim_x86_64_Data\IMG\robocam_2018_12_20_17_28_42_703.jpg;-15;1;0;2.781939;101.0603;185.7224;322.6719;90.06082;330.9874
C:\Users\Erik\RoboND-Python-StarterKit\Roversim_x86_64_Data\IMG\robocam_2018_12_20_17_28_42_752.jpg;-15;1;0;2.495278;101.1645;185.832;323.8101;88.70857;330.2961
C:\Users\Erik\RoboND-Python-StarterKit\Roversim_x86_64_Data\IMG\robocam_2018_12_20_17_28_42_807.jpg;-15;1;0;2.323647;101.2533;185.938;325.9568;85.65253;329.1597
C:\Users\Erik\RoboND-Python-StarterKit\Roversim_x86_64_Data\IMG\robocam_2018_12_20_17_28_42_858.jpg;-15;1;0;2.252331;101.3086;186.0027;327.9827;83.0538;328.5931
C:\Users\Erik\RoboND-Python-StarterKit\Roversim_x86_64_Data\IMG\robocam_2018_12_20_17_28_42_908.jpg;-15;1;0;2.152645;101.3868;186.0929;331.9314;78.38499;328.1927
C:\Users\Erik\RoboND-Python-StarterKit\Roversim_x86_64_Data\IMG\robocam_2018_12_20_17_28_42_958.jpg;-15;1;0;2.090486;101.4347;186.1528;335.1305;74.70184;328.1983
C:\Users\Erik\RoboND-Python-StarterKit\Roversim_x86_64_Data\IMG\robocam_2018_12_20_17_28_43_008.jpg;-15;1;0;2.019364;101.5015;186.2455;340.7437;68.3011;328.797
C:\Users\Erik\RoboND-Python-StarterKit\Roversim_x86_64_Data\IMG\robocam_2018_12_20_17_28_43_058.jpg;-15;1;0;1.987918;101.5473;186.3116;344.7914;63.87762;329.8162
C:\Users\Erik\RoboND-Python-StarterKit\Roversim_x86_64_Data\IMG\robocam_2018_12_20_17_28_43_105.jpg;-15;1;0;2.046722;101.6245;186.4178;350.783;57.50304;332.2255
C:\Users\Erik\RoboND-Python-StarterKit\Roversim_x86_64_Data\IMG\robocam_2018_12_20_17_28_43_155.jpg;-15;1;0;2.177013;101.6874;186.4925;354.7039;53.73782;334.6216
C:\Users\Erik\RoboND-Python-StarterKit\Roversim_x86_64_Data\IMG\robocam_2018_12_20_17_28_43_205.jpg;-15;1;0;2.234614;101.7943;186.6143;0.02906544;49.14901;339.0217
C:\Users\Erik\RoboND-Python-StarterKit\Roversim_x86_64_Data\IMG\robocam_2018_12_20_17_28_43_259.jpg;-15;1;0;2.387269;101.87;186.6979;2.465171;47.68287;342.9717
C:\Users\Erik\RoboND-Python-StarterKit\Roversim_x86_64_Data\IMG\robocam_2018_12_20_17_28_43_308.jpg;-15;1;0;2.701558;101.9844;186.8235;5.454866;45.35219;349.4923
C:\Users\Erik\RoboND-Python-StarterKit\Roversim_x86_64_Data\IMG\robocam_2018_12_20_17_28_43_357.jpg;-15;1;0;2.786862;102.0596;186.9067;6.994159;43.28569;354.2362
C:\Users\Erik\RoboND-Python-StarterKit\Roversim_x86_64_Data\IMG\robocam_2018_12_20_17_28_43_405.jpg;-15;1;0;2.947433;102.177;187.0303;8.505888;38.38357;1.859306
C:\Users\Erik\RoboND-Python-StarterKit\Roversim_x86_64_Data\IMG\robocam_2018_12_20_17_28_43_456.jpg;-15;1;0;3.198571;102.2704;187.0895;7.771038;33.56416;5.520215
C:\Users\Erik\RoboND-Python-StarterKit\Roversim_x86_64_Data\IMG\robocam_2018_12_20_17_28_43_504.jpg;-15;1;0;3.237221;102.4117;187.1854;6.06483;26.71589;10.89715
C:\Users\Erik\RoboND-Python-StarterKit\Roversim_x86_64_Data\IMG\robocam_2018_12_20_17_28_43_553.jpg;-15;1;0;3.259493;102.5082;187.2485;4.275379;22.04097;14.06811
C:\Users\Erik\RoboND-Python-StarterKit\Roversim_x86_64_Data\IMG\robocam_2018_12_20_17_28_43_603.jpg;-15;1;0;3.280595;102.6067;187.3098;1.938483;17.0722;16.83655
C:\Users\Erik\RoboND-Python-StarterKit\Roversim_x86_64_Data\IMG\robocam_2018_12_20_17_28_43_658.jpg;-15;1;0;3.395484;102.7767;187.3826;358.3977;9.860626;19.52354
C:\Users\Erik\RoboND-Python-StarterKit\Roversim_x86_64_Data\IMG\robocam_2018_12_20_17_28_43_708.jpg;-15;1;0;3.383845;102.9667;187.4366;356.0772;4.787346;20.6467
C:\Users\Erik\RoboND-Python-StarterKit\Roversim_x86_64_Data\IMG\robocam_2018_12_20_17_28_43_756.jpg;-15;1;0;3.370352;103.0965;187.4606;355.0811;2.745438;20.99021
C:\Users\Erik\RoboND-Python-StarterKit\Roversim_x86_64_Data\IMG\robocam_2018_12_20_17_28_43_802.jpg;-15;1;0;3.351065;103.2288;187.4773;354.5575;1.5047;20.98155
C:\Users\Erik\RoboND-Python-StarterKit\Roversim_x86_64_Data\IMG\robocam_2018_12_20_17_28_43_855.jpg;-15;1;0;3.349597;103.4305;187.4895;354.4969;0.9420853;20.51233
C:\Users\Erik\RoboND-Python-StarterKit\Roversim_x86_64_Data\IMG\robocam_2018_12_20_17_28_43_905.jpg;-15;1;0;3.321643;103.6357;187.4949;354.9622;0.997467;19.58947
C:\Users\Erik\RoboND-Python-StarterKit\Roversim_x86_64_Data\IMG\robocam_2018_12_20_17_28_43_955.jpg;-15;1;0;3.326514;103.7763;187.4951;355.6106;1.247658;18.60659
C:\Users\Erik\RoboND-Python-StarterKit\Roversim_x86_64_Data\IMG\robocam_2018_12_20_17_28_44_008.jpg;-15;1;0;3.310381;103.991;187.4946;356.8143;1.587906;16.79701
C:\Users\Erik\RoboND-Python-StarterKit\Roversim_x86_64_Data\IMG\robocam_2018_12_20_17_28_44_058.jpg;-15;1;0;3.318921;104.1387;187.4928;357.8572;1.761383;15.25442
C:\Users\Erik\RoboND-Python-StarterKit\Roversim_x86_64_Data\IMG\robocam_2018_12_20_17_28_44_107.jpg;-15;1;0;3.328157;104.3659;187.4872;359.4993;1.330246;12.56417
C:\Users\Erik\RoboND-Python-StarterKit\Roversim_x86_64_Data\IMG\robocam_2018_12_20_17_28_44_158.jpg;-15;1;0;3.376874;104.521;187.4756;0.5059955;359.8652;10.30206
C:\Users\Erik\RoboND-Python-StarterKit\Roversim_x86_64_Data\IMG\robocam_2018_12_20_17_28_44_208.jpg;-15;1;0;3.431418;104.7161;187.5168;359.9779;358.144;9.03435
C:\Users\Erik\RoboND-Python-StarterKit\Roversim_x86_64_Data\IMG\robocam_2018_12_20_17_28_44_258.jpg;-15;1;0;3.369387;104.8327;187.5542;358.84;355.7802;8.632439
C:\Users\Erik\RoboND-Python-StarterKit\Roversim_x86_64_Data\IMG\robocam_2018_12_20_17_28_44_308.jpg;-15;1;0;3.255361;104.9939;187.612;356.4752;349.8844;7.985277
C:\Users\Erik\RoboND-Python-StarterKit\Roversim_x86_64_Data\IMG\robocam_2018_12_20_17_28_44_358.jpg;-15;1;0;3.166232;105.0946;187.649;354.648;344.2778;7.260893
C:\Users\Erik\RoboND-Python-StarterKit\Roversim_x86_64_Data\IMG\robocam_2018_12_20_17_28_44_408.jpg;-15;1;0;3.012329;105.2368;187.7015;351.7707;333.2758;5.393051
C:\Users\Erik\RoboND-Python-StarterKit\Roversim_x86_64_Data\IMG\robocam_2018_12_20_17_28_44_460.jpg;-15;1;0;2.900137;105.3229;187.7325;349.9241;324.0493;3.289506
C:\Users\Erik\RoboND-Python-StarterKit\Roversim_x86_64_Data\IMG\robocam_2018_12_20_17_28_44_505.jpg;-15;1;0;2.651498;105.3902;187.788;346.5844;307.908;357.085
C:\Users\Erik\RoboND-Python-StarterKit\Roversim_x86_64_Data\IMG\robocam_2018_12_20_17_28_44_554.jpg;-15;1;0;2.516787;105.4264;187.84;345.109;296.4686;352.3135
C:\Users\Erik\RoboND-Python-StarterKit\Roversim_x86_64_Data\IMG\robocam_2018_12_20_17_28_44_604.jpg;-15;0;1;-2.384761;105.4927;187.939;344.4336;279.5397;345.1802
C:\Users\Erik\RoboND-Python-StarterKit\Roversim_x86_64_Data\IMG\robocam_2018_12_20_17_28_44_654.jpg;-15;0;1;-2.370319;105.5498;188.013;345.0353;268.5621;340.6403
C:\Users\Erik\RoboND-Python-StarterKit\Roversim_x86_64_Data\IMG\robocam_2018_12_20_17_28_44_704.jpg;-15;0;1;-2.268127;105.6476;188.1182;348.7746;250.2995;333.8352
C:\Users\Erik\RoboND-Python-StarterKit\Roversim_x86_64_Data\IMG\robocam_2018_12_20_17_28_44_754.jpg;-15;0;1;-2.198121;105.7221;188.1862;352.9598;237.7499;330.0479
C:\Users\Erik\RoboND-Python-StarterKit\Roversim_x86_64_Data\IMG\robocam_2018_12_20_17_28_44_804.jpg;-15;0;1;-2.00747;105.8036;188.3123;0.8874581;220.6746;325.2935
C:\Users\Erik\RoboND-Python-StarterKit\Roversim_x86_64_Data\IMG\robocam_2018_12_20_17_28_44_853.jpg;-15;0;1;-1.685249;105.8411;188.4123;5.452038;211.7338;323.6655
C:\Users\Erik\RoboND-Python-StarterKit\Roversim_x86_64_Data\IMG\robocam_2018_12_20_17_28_44_904.jpg;-15;0;1;-1.530799;105.877;188.5186;8.912697;203.8935;323.512
C:\Users\Erik\RoboND-Python-StarterKit\Roversim_x86_64_Data\IMG\robocam_2018_12_20_17_28_44_954.jpg;15;0;1;-1.482273;105.9337;188.6599;12.80724;194.2366;324.1707
C:\Users\Erik\RoboND-Python-StarterKit\Roversim_x86_64_Data\IMG\robocam_2018_12_20_17_28_45_003.jpg;15;0;1;-1.442797;105.9904;188.7826;15.02943;186.8141;325.4738
C:\Users\Erik\RoboND-Python-StarterKit\Roversim_x86_64_Data\IMG\robocam_2018_12_20_17_28_45_054.jpg;15;0;1;-1.43029;106.0263;188.8556;15.54628;183.1272;326.5054
C:\Users\Erik\RoboND-Python-StarterKit\Roversim_x86_64_Data\IMG\robocam_2018_12_20_17_28_45_103.jpg;15;0;1;-1.43576;106.0598;188.9224;15.28656;180.4997;327.5781
C:\Users\Erik\RoboND-Python-StarterKit\Roversim_x86_64_Data\IMG\robocam_2018_12_20_17_28_45_153.jpg;15;0;1;-1.455196;106.104;189.0096;13.56101;178.5464;329.2831
C:\Users\Erik\RoboND-Python-StarterKit\Roversim_x86_64_Data\IMG\robocam_2018_12_20_17_28_45_203.jpg;15;0;1;1.219493;106.1191;189.0451;12.1048;178.198;330.9202
C:\Users\Erik\RoboND-Python-StarterKit\Roversim_x86_64_Data\IMG\robocam_2018_12_20_17_28_45_254.jpg;15;0;1;1.281822;106.1256;189.072;10.39519;178.024;334.3631
C:\Users\Erik\RoboND-Python-StarterKit\Roversim_x86_64_Data\IMG\robocam_2018_12_20_17_28_45_303.jpg;15;0;1;1.224428;106.1237;189.0756;9.837776;177.2582;337.3779
C:\Users\Erik\RoboND-Python-StarterKit\Roversim_x86_64_Data\IMG\robocam_2018_12_20_17_28_45_353.jpg;15;0;1;1.303051;106.1192;189.0722;9.229918;175.5767;342.4733
C:\Users\Erik\RoboND-Python-StarterKit\Roversim_x86_64_Data\IMG\robocam_2018_12_20_17_28_45_403.jpg;15;0;1;1.483454;106.1111;189.0747;9.094865;173.9954;346.0604
C:\Users\Erik\RoboND-Python-StarterKit\Roversim_x86_64_Data\IMG\robocam_2018_12_20_17_28_45_454.jpg;15;0;1;1.811215;106.0728;189.1226;9.72762;171.9304;350.088
C:\Users\Erik\RoboND-Python-StarterKit\Roversim_x86_64_Data\IMG\robocam_2018_12_20_17_28_45_503.jpg;15;0;1;1.811215;106.0502;189.1497;9.925961;170.5425;352.9039
C:\Users\Erik\RoboND-Python-StarterKit\Roversim_x86_64_Data\IMG\robocam_2018_12_20_17_28_45_553.jpg;15;0;1;1.753601;106.0129;189.1826;10.16097;167.5964;357.4305
C:\Users\Erik\RoboND-Python-StarterKit\Roversim_x86_64_Data\IMG\robocam_2018_12_20_17_28_45_602.jpg;15;0;1;1.627146;105.9729;189.2146;10.74478;165.5448;359.7839
C:\Users\Erik\RoboND-Python-StarterKit\Roversim_x86_64_Data\IMG\robocam_2018_12_20_17_28_45_652.jpg;15;0;1;1.461809;105.927;189.2448;10.76566;165.0213;3.100955
C:\Users\Erik\RoboND-Python-StarterKit\Roversim_x86_64_Data\IMG\robocam_2018_12_20_17_28_45_702.jpg;15;0;1;1.347145;105.9056;189.26;10.27434;166.4213;4.705738
C:\Users\Erik\RoboND-Python-StarterKit\Roversim_x86_64_Data\IMG\robocam_2018_12_20_17_28_45_752.jpg;15;0;1;1.316881;105.8852;189.2853;9.202762;169.4819;6.623264
C:\Users\Erik\RoboND-Python-StarterKit\Roversim_x86_64_Data\IMG\robocam_2018_12_20_17_28_45_802.jpg;15;0;1;1.325194;105.8738;189.304;8.318203;171.5407;7.692756
C:\Users\Erik\RoboND-Python-StarterKit\Roversim_x86_64_Data\IMG\robocam_2018_12_20_17_28_45_853.jpg;15;0;1;1.315096;105.8562;189.3318;6.816002;174.6517;9.076385
C:\Users\Erik\RoboND-Python-StarterKit\Roversim_x86_64_Data\IMG\robocam_2018_12_20_17_28_45_902.jpg;15;0;1;1.297273;105.8442;189.3501;5.643464;176.7085;9.812933
C:\Users\Erik\RoboND-Python-StarterKit\Roversim_x86_64_Data\IMG\robocam_2018_12_20_17_28_45_953.jpg;15;0;1;1.246071;105.827;189.3731;3.675108;179.5859;10.72968
C:\Users\Erik\RoboND-Python-StarterKit\Roversim_x86_64_Data\IMG\robocam_2018_12_20_17_28_46_002.jpg;15;0;1;0.9751795;105.8175;189.3814;2.38993;181.283;11.24822
C:\Users\Erik\RoboND-Python-StarterKit\Roversim_x86_64_Data\IMG\robocam_2018_12_20_17_28_46_058.jpg;15;0;1;0.8300556;105.8074;189.3873;0.5368074;183.1555;11.79812
C:\Users\Erik\RoboND-Python-StarterKit\Roversim_x86_64_Data\IMG\robocam_2018_12_20_17_28_46_109.jpg;15;0;1;0.7033482;105.7996;189.3842;358.8529;184.5359;12.11218
C:\Users\Erik\RoboND-Python-StarterKit\Roversim_x86_64_Data\IMG\robocam_2018_12_20_17_28_46_159.jpg;15;0;1;0.6548441;105.7943;189.3807;357.8885;185.5045;12.15863
C:\Users\Erik\RoboND-Python-StarterKit\Roversim_x86_64_Data\IMG\robocam_2018_12_20_17_28_46_209.jpg;15;0;1;0.6079324;105.7861;189.3746;356.6831;187.067;11.97348
C:\Users\Erik\RoboND-Python-StarterKit\Roversim_x86_64_Data\IMG\robocam_2018_12_20_17_28_46_258.jpg;15;0;1;0.5938274;105.7798;189.3702;356.0687;188.1471;11.63042
C:\Users\Erik\RoboND-Python-StarterKit\Roversim_x86_64_Data\IMG\robocam_2018_12_20_17_28_46_309.jpg;15;1;0;0.6073115;105.7665;189.3634;355.4119;189.4358;10.74247
C:\Users\Erik\RoboND-Python-StarterKit\Roversim_x86_64_Data\IMG\robocam_2018_12_20_17_28_46_359.jpg;15;1;0;0.6352119;105.7534;189.3599;355.1301;189.9824;9.907183
C:\Users\Erik\RoboND-Python-StarterKit\Roversim_x86_64_Data\IMG\robocam_2018_12_20_17_28_46_409.jpg;15;1;0;0.6962203;105.7261;189.3567;354.9651;190.2072;8.255183
C:\Users\Erik\RoboND-Python-StarterKit\Roversim_x86_64_Data\IMG\robocam_2018_12_20_17_28_46_458.jpg;15;1;0;0.7081051;105.7031;189.3566;355.0776;190.024;6.844393
C:\Users\Erik\RoboND-Python-StarterKit\Roversim_x86_64_Data\IMG\robocam_2018_12_20_17_28_46_505.jpg;15;1;0;0.7481951;105.6623;189.3588;355.5429;189.1867;4.360038
C:\Users\Erik\RoboND-Python-StarterKit\Roversim_x86_64_Data\IMG\robocam_2018_12_20_17_28_46_555.jpg;15;1;0;0.7756439;105.631;189.3618;356.0686;188.1935;2.486426
C:\Users\Erik\RoboND-Python-StarterKit\Roversim_x86_64_Data\IMG\robocam_2018_12_20_17_28_46_605.jpg;15;1;0;0.8072406;105.5739;189.3694;357.4512;186.2509;359.3228
C:\Users\Erik\RoboND-Python-StarterKit\Roversim_x86_64_Data\IMG\robocam_2018_12_20_17_28_46_659.jpg;15;1;0;0.8770087;105.5264;189.3607;358.9714;185.7906;357.8449
C:\Users\Erik\RoboND-Python-StarterKit\Roversim_x86_64_Data\IMG\robocam_2018_12_20_17_28_46_709.jpg;15;1;0;0.9343806;105.456;189.3358;1.101054;187.0686;356.3326
C:\Users\Erik\RoboND-Python-StarterKit\Roversim_x86_64_Data\IMG\robocam_2018_12_20_17_28_46_759.jpg;15;1;0;0.886991;105.4126;189.3179;2.185691;188.2128;355.5887
C:\Users\Erik\RoboND-Python-StarterKit\Roversim_x86_64_Data\IMG\robocam_2018_12_20_17_28_46_809.jpg;15;1;0;0.8501456;105.3506;189.291;3.483394;189.6533;354.7323
C:\Users\Erik\RoboND-Python-StarterKit\Roversim_x86_64_Data\IMG\robocam_2018_12_20_17_28_46_859.jpg;15;1;0;0.841271;105.3113;189.273;4.132882;190.4523;354.3508
C:\Users\Erik\RoboND-Python-StarterKit\Roversim_x86_64_Data\IMG\robocam_2018_12_20_17_28_46_909.jpg;15;1;0;0.846067;105.2554;189.2458;4.789662;191.4496;354.08
C:\Users\Erik\RoboND-Python-StarterKit\Roversim_x86_64_Data\IMG\robocam_2018_12_20_17_28_46_959.jpg;15;1;0;0.8596656;105.2201;189.2275;5.018688;191.9883;354.1066
C:\Users\Erik\RoboND-Python-StarterKit\Roversim_x86_64_Data\IMG\robocam_2018_12_20_17_28_47_009.jpg;15;1;0;0.8931655;105.1702;189.1998;5.052716;192.6086;354.4633
C:\Users\Erik\RoboND-Python-StarterKit\Roversim_x86_64_Data\IMG\robocam_2018_12_20_17_28_47_059.jpg;15;1;0;0.9227034;105.1389;189.1812;4.870463;192.8922;354.913
C:\Users\Erik\RoboND-Python-StarterKit\Roversim_x86_64_Data\IMG\robocam_2018_12_20_17_28_47_109.jpg;15;1;0;0.9751244;105.0951;189.1531;4.290129;193.1054;355.9024
C:\Users\Erik\RoboND-Python-StarterKit\Roversim_x86_64_Data\IMG\robocam_2018_12_20_17_28_47_159.jpg;15;1;0;1.012894;105.0679;189.1343;3.697837;193.0999;356.7667
C:\Users\Erik\RoboND-Python-StarterKit\Roversim_x86_64_Data\IMG\robocam_2018_12_20_17_28_47_209.jpg;15;1;0;1.078771;105.0306;189.1063;2.487119;192.7524;358.3565
C:\Users\Erik\RoboND-Python-StarterKit\Roversim_x86_64_Data\IMG\robocam_2018_12_20_17_28_47_259.jpg;15;1;0;1.128101;105.0059;189.0877;1.502549;192.1026;359.5531
C:\Users\Erik\RoboND-Python-StarterKit\Roversim_x86_64_Data\IMG\robocam_2018_12_20_17_28_47_309.jpg;15;1;0;1.430515;104.949;189.0712;0.2025203;192.3825;0.7996817
C:\Users\Erik\RoboND-Python-StarterKit\Roversim_x86_64_Data\IMG\robocam_2018_12_20_17_28_47_359.jpg;15;1;0;1.470815;104.9043;189.0604;359.5343;192.9538;1.406429
C:\Users\Erik\RoboND-Python-StarterKit\Roversim_x86_64_Data\IMG\robocam_2018_12_20_17_28_47_409.jpg;15;1;0;1.459855;104.8316;189.0425;358.8416;193.767;2.101988
C:\Users\Erik\RoboND-Python-StarterKit\Roversim_x86_64_Data\IMG\robocam_2018_12_20_17_28_47_459.jpg;15;1;0;1.454787;104.7803;189.0299;358.5599;194.293;2.378571
C:\Users\Erik\RoboND-Python-StarterKit\Roversim_x86_64_Data\IMG\robocam_2018_12_20_17_28_47_508.jpg;15;1;0;1.464653;104.6969;189.0112;358.4595;194.698;2.472479
C:\Users\Erik\RoboND-Python-StarterKit\Roversim_x86_64_Data\IMG\robocam_2018_12_20_17_28_47_556.jpg;15;1;0;1.462886;104.6372;188.9995;358.5851;194.5918;2.330265
C:\Users\Erik\RoboND-Python-StarterKit\Roversim_x86_64_Data\IMG\robocam_2018_12_20_17_28_47_605.jpg;15;1;0;1.468906;104.5439;188.9782;359.0355;194.7525;1.937074
C:\Users\Erik\RoboND-Python-StarterKit\Roversim_x86_64_Data\IMG\robocam_2018_12_20_17_28_47_656.jpg;15;1;0;1.477361;104.481;188.9596;359.454;195.5146;1.58462
C:\Users\Erik\RoboND-Python-StarterKit\Roversim_x86_64_Data\IMG\robocam_2018_12_20_17_28_47_706.jpg;15;1;0;1.499872;104.3839;188.9267;0.1747006;197.2009;0.8835855
C:\Users\Erik\RoboND-Python-StarterKit\Roversim_x86_64_Data\IMG\robocam_2018_12_20_17_28_47_756.jpg;15;1;0;1.632401;104.317;188.899;0.6381327;198.561;0.4594679
C:\Users\Erik\RoboND-Python-StarterKit\Roversim_x86_64_Data\IMG\robocam_2018_12_20_17_28_47_806.jpg;15;1;0;1.683107;104.2164;188.8527;1.280439;200.4063;359.9244
C:\Users\Erik\RoboND-Python-StarterKit\Roversim_x86_64_Data\IMG\robocam_2018_12_20_17_28_47_856.jpg;15;1;0;1.713465;104.1516;188.8182;1.565855;201.6746;359.747
C:\Users\Erik\RoboND-Python-StarterKit\Roversim_x86_64_Data\IMG\robocam_2018_12_20_17_28_47_906.jpg;15;1;0;1.746407;104.0587;188.7656;1.670481;203.4699;359.6544
C:\Users\Erik\RoboND-Python-StarterKit\Roversim_x86_64_Data\IMG\robocam_2018_12_20_17_28_47_956.jpg;15;1;0;1.769177;103.9999;188.7301;1.516826;204.5926;359.7082
C:\Users\Erik\RoboND-Python-StarterKit\Roversim_x86_64_Data\IMG\robocam_2018_12_20_17_28_48_006.jpg;15;1;0;1.832085;103.9118;188.6754;1.121134;206.2375;359.9345
C:\Users\Erik\RoboND-Python-StarterKit\Roversim_x86_64_Data\IMG\robocam_2018_12_20_17_28_48_056.jpg;15;1;0;1.891564;103.8499;188.6375;0.9192027;207.2844;0.0757197
C:\Users\Erik\RoboND-Python-StarterKit\Roversim_x86_64_Data\IMG\robocam_2018_12_20_17_28_48_106.jpg;15;1;0;1.931989;103.7557;188.5777;0.6629286;208.934;0.2843399
C:\Users\Erik\RoboND-Python-StarterKit\Roversim_x86_64_Data\IMG\robocam_2018_12_20_17_28_48_156.jpg;15;1;0;1.958878;103.6922;188.5353;0.5304495;210.0634;0.4469137
C:\Users\Erik\RoboND-Python-StarterKit\Roversim_x86_64_Data\IMG\robocam_2018_12_20_17_28_48_207.jpg;15;1;0;1.998908;103.5962;188.4678;0.3835527;211.7903;0.7143373
C:\Users\Erik\RoboND-Python-StarterKit\Roversim_x86_64_Data\IMG\robocam_2018_12_20_17_28_48_257.jpg;15;1;0;2.02472;103.532;188.4206;0.3046591;212.9572;0.8913562
C:\Users\Erik\RoboND-Python-StarterKit\Roversim_x86_64_Data\IMG\robocam_2018_12_20_17_28_48_306.jpg;15;1;0;2.063553;103.4361;188.3476;0.1404517;214.7437;1.089969
C:\Users\Erik\RoboND-Python-StarterKit\Roversim_x86_64_Data\IMG\robocam_2018_12_20_17_28_48_356.jpg;15;1;0;2.082733;103.373;188.2977;359.9744;215.9282;1.155166
C:\Users\Erik\RoboND-Python-StarterKit\Roversim_x86_64_Data\IMG\robocam_2018_12_20_17_28_48_407.jpg;15;1;0;2.124897;103.2757;188.2174;359.9207;217.6111;1.162548
C:\Users\Erik\RoboND-Python-StarterKit\Roversim_x86_64_Data\IMG\robocam_2018_12_20_17_28_48_456.jpg;15;1;0;2.150261;103.21;188.16;359.989;218.7643;1.145481
C:\Users\Erik\RoboND-Python-StarterKit\Roversim_x86_64_Data\IMG\robocam_2018_12_20_17_28_48_504.jpg;15;1;0;2.193974;103.1134;188.0697;0.0680787;220.6119;1.129417
C:\Users\Erik\RoboND-Python-StarterKit\Roversim_x86_64_Data\IMG\robocam_2018_12_20_17_28_48_553.jpg;15;1;0;2.219156;103.0501;188.0076;0.07630868;221.8807;1.084065
C:\Users\Erik\RoboND-Python-StarterKit\Roversim_x86_64_Data\IMG\robocam_2018_12_20_17_28_48_603.jpg;15;1;0;2.261813;102.988;187.943;0.06876649;223.1773;1.054506
C:\Users\Erik\RoboND-Python-StarterKit\Roversim_x86_64_Data\IMG\robocam_2018_12_20_17_28_48_653.jpg;15;1;0;2.289749;102.8965;187.8414;0.06455136;225.1287;1.056665
C:\Users\Erik\RoboND-Python-StarterKit\Roversim_x86_64_Data\IMG\robocam_2018_12_20_17_28_48_703.jpg;15;1;0;2.329869;102.8365;187.7711;0.06028422;226.4361;1.07122
C:\Users\Erik\RoboND-Python-StarterKit\Roversim_x86_64_Data\IMG\robocam_2018_12_20_17_28_48_754.jpg;15;1;0;2.356534;102.7479;187.6622;0.04198048;228.3867;1.087233
C:\Users\Erik\RoboND-Python-StarterKit\Roversim_x86_64_Data\IMG\robocam_2018_12_20_17_28_48_803.jpg;15;1;0;2.396892;102.69;187.587;0.02285581;229.6916;1.097493
C:\Users\Erik\RoboND-Python-StarterKit\Roversim_x86_64_Data\IMG\robocam_2018_12_20_17_28_48_853.jpg;15;1;0;2.424165;102.605;187.47;0.01285079;231.6569;1.118874
C:\Users\Erik\RoboND-Python-StarterKit\Roversim_x86_64_Data\IMG\robocam_2018_12_20_17_28_48_902.jpg;15;1;0;2.462545;102.5495;187.3895;0.01534429;232.9586;1.11868
C:\Users\Erik\RoboND-Python-StarterKit\Roversim_x86_64_Data\IMG\robocam_2018_12_20_17_28_48_953.jpg;15;1;0;2.48899;102.4687;187.2648;0.01295132;234.9525;1.118812
C:\Users\Erik\RoboND-Python-StarterKit\Roversim_x86_64_Data\IMG\robocam_2018_12_20_17_28_49_002.jpg;15;1;0;2.528167;102.4165;187.1789;0.0147654;236.2847;1.115815
C:\Users\Erik\RoboND-Python-StarterKit\Roversim_x86_64_Data\IMG\robocam_2018_12_20_17_28_49_052.jpg;15;1;0;2.554356;102.3411;187.0463;0.01498349;238.3101;1.114762
C:\Users\Erik\RoboND-Python-StarterKit\Roversim_x86_64_Data\IMG\robocam_2018_12_20_17_28_49_102.jpg;15;1;0;2.59367;102.2928;186.9553;0.01522652;239.6701;1.118372
C:\Users\Erik\RoboND-Python-StarterKit\Roversim_x86_64_Data\IMG\robocam_2018_12_20_17_28_49_153.jpg;15;1;0;2.618912;102.2233;186.8152;0.009961884;241.7063;1.11819
C:\Users\Erik\RoboND-Python-StarterKit\Roversim_x86_64_Data\IMG\robocam_2018_12_20_17_28_49_203.jpg;15;1;0;2.657862;102.1791;186.7192;0.01624286;243.0779;1.119789
C:\Users\Erik\RoboND-Python-StarterKit\Roversim_x86_64_Data\IMG\robocam_2018_12_20_17_28_49_253.jpg;15;1;0;2.68378;102.1163;186.5717;0.01581514;245.1348;1.120275
C:\Users\Erik\RoboND-Python-StarterKit\Roversim_x86_64_Data\IMG\robocam_2018_12_20_17_28_49_303.jpg;15;1;0;2.721508;102.0768;186.4711;0.01461639;246.5161;1.122611
C:\Users\Erik\RoboND-Python-StarterKit\Roversim_x86_64_Data\IMG\robocam_2018_12_20_17_28_49_353.jpg;15;1;0;2.747266;102.0213;186.3166;0.01679322;248.5882;1.12096
