Path;SteerAngle;Throttle;Brake;Speed;X_Position;Y_Position;Pitch;Yaw;Roll
C:\Users\Erik\RoboND-Python-StarterKit\Roversim_x86_64_Data\IMG\robocam_2018_12_20_17_28_28_455.jpg;-15;1;0;5.009152;124.6779;122.0302;0.06925304;157.0117;0.8073813
C:\Users\Erik\RoboND-Python-StarterKit\Roversim_x86_64_Data\IMG\robocam_2018_12_20_17_28_28_503.jpg;-15;1;0;5.010108;124.4956;122.1163;0.1262819;156.0332;0.6106449
C:\Users\Erik\RoboND-Python-StarterKit\Roversim_x86_64_Data\IMG\robocam_2018_12_20_17_28_28_553.jpg;-15;1;0;5.015791;124.2237;122.2508;0.2612577;154.1748;0.2090126
C:\Users\Erik\RoboND-Python-StarterKit\Roversim_x86_64_Data\IMG\robocam_2018_12_20_17_28_28_603.jpg;-15;1;0;5.009377;124.0443;122.3446;0.3773089;152.8264;359.8633
C:\Users\Erik\RoboND-Python-StarterKit\Roversim_x86_64_Data\IMG\robocam_2018_12_20_17_28_28_655.jpg;-15;1;0;5.009542;123.7792;122.4909;0.5198136;150.7707;359.2932
C:\Users\Erik\RoboND-Python-StarterKit\Roversim_x86_64_Data\IMG\robocam_2018_12_20_17_28_28_704.jpg;-15;1;0;5.006784;123.5199;122.6418;0.5419661;148.6371;358.7609
C:\Users\Erik\RoboND-Python-StarterKit\Roversim_x86_64_Data\IMG\robocam_2018_12_20_17_28_28_753.jpg;-15;1;0;5.004626;123.3504;122.744;0.4595164;147.2761;358.4862
C:\Users\Erik\RoboND-Python-StarterKit\Roversim_x86_64_Data\IMG\robocam_2018_12_20_17_28_28_803.jpg;-15;1;0;5.002063;123.1834;122.8478;0.297407;146.0393;358.2911
C:\Users\Erik\RoboND-Python-StarterKit\Roversim_x86_64_Data\IMG\robocam_2018_12_20_17_28_28_853.jpg;-15;1;0;5.001558;122.9387;123.0076;359.9094;144.346;358.115
C:\Users\Erik\RoboND-Python-StarterKit\Roversim_x86_64_Data\IMG\robocam_2018_12_20_17_28_28_903.jpg;-15;1;0;5.000559;122.7762;123.1181;359.74;143.32;358.1104
C:\Users\Erik\RoboND-Python-StarterKit\Roversim_x86_64_Data\IMG\robocam_2018_12_20_17_28_28_953.jpg;-15;1;0;5.000721;122.533;123.2916;359.7153;141.7794;358.2604
C:\Users\Erik\RoboND-Python-StarterKit\Roversim_x86_64_Data\IMG\robocam_2018_12_20_17_28_29_003.jpg;-15;1;0;5.00095;122.3723;123.4125;359.8029;140.7139;358.412
C:\Users\Erik\RoboND-Python-StarterKit\Roversim_x86_64_Data\IMG\robocam_2018_12_20_17_28_29_054.jpg;-15;1;0;5.001788;122.134;123.6016;0.07294319;139.0232;358.7231
C:\Users\Erik\RoboND-Python-StarterKit\Roversim_x86_64_Data\IMG\robocam_2018_12_20_17_28_29_103.jpg;-15;1;0;5.010224;121.9796;123.7354;0.2535135;137.2206;358.8928
C:\Users\Erik\RoboND-Python-StarterKit\Roversim_x86_64_Data\IMG\robocam_2018_12_20_17_28_29_153.jpg;-15;1;0;5.006249;121.7599;123.9417;0.3615074;134.4601;359.0121
C:\Users\Erik\RoboND-Python-StarterKit\Roversim_x86_64_Data\IMG\robocam_2018_12_20_17_28_29_203.jpg;-15;1;0;5.005731;121.6205;124.0835;0.3107511;132.6559;359.0122
C:\Users\Erik\RoboND-Python-StarterKit\Roversim_x86_64_Data\IMG\robocam_2018_12_20_17_28_29_253.jpg;-15;1;0;5.005357;121.4216;124.3029;0.09912875;130.0172;358.888
C:\Users\Erik\RoboND-Python-StarterKit\Roversim_x86_64_Data\IMG\robocam_2018_12_20_17_28_29_303.jpg;-15;1;0;5.004226;121.2945;124.4542;359.9791;128.4079;358.746
C:\Users\Erik\RoboND-Python-StarterKit\Roversim_x86_64_Data\IMG\robocam_2018_12_20_17_28_29_353.jpg;-15;1;0;5.010961;121.1075;124.6884;-0.0009659915;126.3714;358.5911
C:\Users\Erik\RoboND-Python-StarterKit\Roversim_x86_64_Data\IMG\robocam_2018_12_20_17_28_29_403.jpg;-15;1;0;5.001695;120.9857;124.8467;0.009879949;125.1626;358.6108
C:\Users\Erik\RoboND-Python-StarterKit\Roversim_x86_64_Data\IMG\robocam_2018_12_20_17_28_29_453.jpg;-15;1;0;5.001996;120.8098;125.088;359.9622;123.4424;358.7016
C:\Users\Erik\RoboND-Python-StarterKit\Roversim_x86_64_Data\IMG\robocam_2018_12_20_17_28_29_502.jpg;-15;1;0;5.003629;120.6978;125.2555;0.02979003;122.0161;358.73
C:\Users\Erik\RoboND-Python-StarterKit\Roversim_x86_64_Data\IMG\robocam_2018_12_20_17_28_29_553.jpg;-15;1;0;5.002809;120.5374;125.508;359.9887;120.0565;358.8495
C:\Users\Erik\RoboND-Python-StarterKit\Roversim_x86_64_Data\IMG\robocam_2018_12_20_17_28_29_602.jpg;15;1;0;5.012347;120.4311;125.6782;0.003816662;119.6994;358.9805
C:\Users\Erik\RoboND-Python-StarterKit\Roversim_x86_64_Data\IMG\robocam_2018_12_20_17_28_29_653.jpg;15;1;0;5.009572;120.2704;125.9331;0.02754586;120.6702;359.2139
C:\Users\Erik\RoboND-Python-StarterKit\Roversim_x86_64_Data\IMG\robocam_2018_12_20_17_28_29_702.jpg;15;1;0;5.010119;120.161;126.1024;0.0735556;121.7594;359.4174
C:\Users\Erik\RoboND-Python-StarterKit\Roversim_x86_64_Data\IMG\robocam_2018_12_20_17_28_29_753.jpg;15;1;0;5.015676;119.9913;126.3534;0.1968429;123.6851;359.8474
C:\Users\Erik\RoboND-Python-StarterKit\Roversim_x86_64_Data\IMG\robocam_2018_12_20_17_28_29_802.jpg;15;1;0;5.009217;119.8741;126.5183;0.3078701;125.0491;0.2158836
C:\Users\Erik\RoboND-Python-StarterKit\Roversim_x86_64_Data\IMG\robocam_2018_12_20_17_28_29_853.jpg;15;1;0;5.00937;119.6935;126.7608;0.4333704;127.1032;0.8048351
C:\Users\Erik\RoboND-Python-StarterKit\Roversim_x86_64_Data\IMG\robocam_2018_12_20_17_28_29_903.jpg;15;1;0;5.006481;119.571;126.919;0.4530927;128.5145;1.173033
C:\Users\Erik\RoboND-Python-StarterKit\Roversim_x86_64_Data\IMG\robocam_2018_12_20_17_28_29_953.jpg;-15;1;0;5.003299;119.3869;127.1524;0.3328639;130.2906;1.560769
C:\Users\Erik\RoboND-Python-StarterKit\Roversim_x86_64_Data\IMG\robocam_2018_12_20_17_28_30_002.jpg;-15;1;0;5.00277;119.2679;127.3089;0.1379909;130.4598;1.57589
C:\Users\Erik\RoboND-Python-StarterKit\Roversim_x86_64_Data\IMG\robocam_2018_12_20_17_28_30_053.jpg;-15;1;0;5.003744;119.0926;127.5461;359.7837;129.6627;1.221143
C:\Users\Erik\RoboND-Python-StarterKit\Roversim_x86_64_Data\IMG\robocam_2018_12_20_17_28_30_103.jpg;-15;1;0;5.038834;118.9738;127.7076;359.7255;128.9268;0.8514677
C:\Users\Erik\RoboND-Python-StarterKit\Roversim_x86_64_Data\IMG\robocam_2018_12_20_17_28_30_156.jpg;-15;1;0;5.010338;118.8005;127.9489;359.5173;127.4353;0.1068787
C:\Users\Erik\RoboND-Python-StarterKit\Roversim_x86_64_Data\IMG\robocam_2018_12_20_17_28_30_205.jpg;-15;1;0;4.987314;118.6345;128.1873;359.0302;126.2233;359.1189
C:\Users\Erik\RoboND-Python-StarterKit\Roversim_x86_64_Data\IMG\robocam_2018_12_20_17_28_30_256.jpg;-15;1;0;4.995828;118.5172;128.3494;359.0371;125.5929;358.7514
C:\Users\Erik\RoboND-Python-StarterKit\Roversim_x86_64_Data\IMG\robocam_2018_12_20_17_28_30_303.jpg;-15;1;0;4.973585;118.3948;128.5158;359.4723;124.8901;358.7232
C:\Users\Erik\RoboND-Python-StarterKit\Roversim_x86_64_Data\IMG\robocam_2018_12_20_17_28_30_355.jpg;-15;1;0;4.962002;118.2222;128.7758;0.3459637;123.3917;358.1138
C:\Users\Erik\RoboND-Python-StarterKit\Roversim_x86_64_Data\IMG\robocam_2018_12_20_17_28_30_406.jpg;-15;1;0;4.975574;118.0542;129.0288;0.7158512;121.858;358.0911
C:\Users\Erik\RoboND-Python-StarterKit\Roversim_x86_64_Data\IMG\robocam_2018_12_20_17_28_30_456.jpg;-15;1;0;4.96319;117.9499;129.1983;0.790608;120.7118;358.0347
C:\Users\Erik\RoboND-Python-StarterKit\Roversim_x86_64_Data\IMG\robocam_2018_12_20_17_28_30_504.jpg;-15;1;0;4.964657;117.7971;129.4516;0.7244686;119.092;358.1848
C:\Users\Erik\RoboND-Python-StarterKit\Roversim_x86_64_Data\IMG\robocam_2018_12_20_17_28_30_555.jpg;-15;1;0;4.973438;117.6989;129.621;0.5696622;118.007;358.3834
C:\Users\Erik\RoboND-Python-StarterKit\Roversim_x86_64_Data\IMG\robocam_2018_12_20_17_28_30_609.jpg;-15;1;0;4.96271;117.5721;129.8792;0.01353327;116.3477;358.118
C:\Users\Erik\RoboND-Python-StarterKit\Roversim_x86_64_Data\IMG\robocam_2018_12_20_17_28_30_659.jpg;-15;1;0;4.968219;117.4883;130.0543;359.7868;115.2223;358.0239
C:\Users\Erik\RoboND-Python-StarterKit\Roversim_x86_64_Data\IMG\robocam_2018_12_20_17_28_30_710.jpg;-15;1;0;4.988974;117.3602;130.3235;359.7844;113.5602;358.2877
C:\Users\Erik\RoboND-Python-StarterKit\Roversim_x86_64_Data\IMG\robocam_2018_12_20_17_28_30_760.jpg;-15;1;0;4.972289;117.2833;130.5121;0.09439979;112.6804;358.1717
C:\Users\Erik\RoboND-Python-StarterKit\Roversim_x86_64_Data\IMG\robocam_2018_12_20_17_28_30_807.jpg;-15;1;0;4.976842;117.1708;130.7925;0.3436289;111.1991;358.1908
C:\Users\Erik\RoboND-Python-StarterKit\Roversim_x86_64_Data\IMG\robocam_2018_12_20_17_28_30_854.jpg;-15;1;0;4.998706;117.0967;130.9764;0.2686413;110.0495;358.5166
C:\Users\Erik\RoboND-Python-StarterKit\Roversim_x86_64_Data\IMG\robocam_2018_12_20_17_28_30_904.jpg;-15;1;0;5.001775;116.9932;131.2552;0.08492664;108.0286;359.0142
C:\Users\Erik\RoboND-Python-StarterKit\Roversim_x86_64_Data\IMG\robocam_2018_12_20_17_28_30_954.jpg;-15;1;0;4.989253;116.9356;131.4443;359.9755;106.6114;359.1278
C:\Users\Erik\RoboND-Python-StarterKit\Roversim_x86_64_Data\IMG\robocam_2018_12_20_17_28_31_004.jpg;-15;1;0;5.010416;116.8589;131.7338;359.9428;104.4872;359.0832
C:\Users\Erik\RoboND-Python-StarterKit\Roversim_x86_64_Data\IMG\robocam_2018_12_20_17_28_31_054.jpg;-15;1;0;5.009862;116.8136;131.9293;359.9849;103.1059;358.948
C:\Users\Erik\RoboND-Python-StarterKit\Roversim_x86_64_Data\IMG\robocam_2018_12_20_17_28_31_104.jpg;-15;1;0;5.007748;116.7515;132.2231;0.02011443;101.1154;358.7458
C:\Users\Erik\RoboND-Python-StarterKit\Roversim_x86_64_Data\IMG\robocam_2018_12_20_17_28_31_154.jpg;15;1;0;5.002193;116.7069;132.4174;359.9825;100.5896;358.855
C:\Users\Erik\RoboND-Python-StarterKit\Roversim_x86_64_Data\IMG\robocam_2018_12_20_17_28_31_204.jpg;15;1;0;5.013651;116.6381;132.7114;0.01753344;101.1266;359.1292
C:\Users\Erik\RoboND-Python-StarterKit\Roversim_x86_64_Data\IMG\robocam_2018_12_20_17_28_31_254.jpg;15;1;0;5.010038;116.5911;132.9074;0.064657;102.0969;359.337
C:\Users\Erik\RoboND-Python-StarterKit\Roversim_x86_64_Data\IMG\robocam_2018_12_20_17_28_31_304.jpg;15;1;0;5.01568;116.5155;133.2009;0.1887701;103.9476;359.75
C:\Users\Erik\RoboND-Python-StarterKit\Roversim_x86_64_Data\IMG\robocam_2018_12_20_17_28_31_353.jpg;15;1;0;5.009282;116.4606;133.3957;0.2996219;105.2921;0.1022671
C:\Users\Erik\RoboND-Python-StarterKit\Roversim_x86_64_Data\IMG\robocam_2018_12_20_17_28_31_403.jpg;15;1;0;5.009456;116.4022;133.5891;0.403787;106.6636;0.492723
C:\Users\Erik\RoboND-Python-StarterKit\Roversim_x86_64_Data\IMG\robocam_2018_12_20_17_28_31_454.jpg;15;1;0;5.008607;116.3095;133.8757;0.4783087;108.7438;1.061566
C:\Users\Erik\RoboND-Python-StarterKit\Roversim_x86_64_Data\IMG\robocam_2018_12_20_17_28_31_503.jpg;15;1;0;5.004591;116.245;134.0638;0.4397666;110.1641;1.390991
C:\Users\Erik\RoboND-Python-StarterKit\Roversim_x86_64_Data\IMG\robocam_2018_12_20_17_28_31_556.jpg;-15;1;0;5.002814;116.1498;134.3437;0.2208835;111.3755;1.616829
C:\Users\Erik\RoboND-Python-StarterKit\Roversim_x86_64_Data\IMG\robocam_2018_12_20_17_28_31_605.jpg;-15;1;0;5.003213;116.0606;134.6244;359.8755;110.8942;1.389072
C:\Users\Erik\RoboND-Python-StarterKit\Roversim_x86_64_Data\IMG\robocam_2018_12_20_17_28_31_659.jpg;-15;1;0;5.002977;116.0015;134.8154;359.7909;110.1296;1.031377
C:\Users\Erik\RoboND-Python-StarterKit\Roversim_x86_64_Data\IMG\robocam_2018_12_20_17_28_31_709.jpg;-15;1;0;5.037403;115.9115;135.1051;359.8869;108.7221;0.4595547
C:\Users\Erik\RoboND-Python-StarterKit\Roversim_x86_64_Data\IMG\robocam_2018_12_20_17_28_31_760.jpg;-15;1;0;5.009923;115.8535;135.2991;-0.0002034733;107.5349;0.0539589
C:\Users\Erik\RoboND-Python-StarterKit\Roversim_x86_64_Data\IMG\robocam_2018_12_20_17_28_31_809.jpg;-15;1;0;5.009134;115.772;135.5914;0.1762463;105.5704;359.4036
C:\Users\Erik\RoboND-Python-StarterKit\Roversim_x86_64_Data\IMG\robocam_2018_12_20_17_28_31_859.jpg;-15;1;0;5.009277;115.7213;135.7861;0.247053;104.2331;358.9902
C:\Users\Erik\RoboND-Python-StarterKit\Roversim_x86_64_Data\IMG\robocam_2018_12_20_17_28_31_909.jpg;-15;1;0;5.004857;115.6502;136.0765;0.2304734;102.2357;358.4802
C:\Users\Erik\RoboND-Python-StarterKit\Roversim_x86_64_Data\IMG\robocam_2018_12_20_17_28_31_961.jpg;-15;1;0;5.002397;115.606;136.269;0.1217018;101.0258;358.2528
C:\Users\Erik\RoboND-Python-StarterKit\Roversim_x86_64_Data\IMG\robocam_2018_12_20_17_28_32_004.jpg;-15;1;0;5.001464;115.5453;136.5576;359.8876;99.36554;358.0733
C:\Users\Erik\RoboND-Python-StarterKit\Roversim_x86_64_Data\IMG\robocam_2018_12_20_17_28_32_053.jpg;15;1;0;5.001471;115.5038;136.7519;359.8204;98.94803;358.1549
C:\Users\Erik\RoboND-Python-StarterKit\Roversim_x86_64_Data\IMG\robocam_2018_12_20_17_28_32_103.jpg;15;1;0;5.002448;115.4599;136.9475;359.8219;99.20389;358.4247
C:\Users\Erik\RoboND-Python-StarterKit\Roversim_x86_64_Data\IMG\robocam_2018_12_20_17_28_32_154.jpg;15;1;0;5.031388;115.3913;137.2459;0.03745671;100.0903;359.0789
C:\Users\Erik\RoboND-Python-StarterKit\Roversim_x86_64_Data\IMG\robocam_2018_12_20_17_28_32_205.jpg;15;1;0;5.015064;115.323;137.5453;0.3731817;101.5765;359.7435
C:\Users\Erik\RoboND-Python-StarterKit\Roversim_x86_64_Data\IMG\robocam_2018_12_20_17_28_32_255.jpg;15;1;0;5.009445;115.2751;137.7441;0.6095138;102.8424;0.1991706
C:\Users\Erik\RoboND-Python-StarterKit\Roversim_x86_64_Data\IMG\robocam_2018_12_20_17_28_32_304.jpg;15;1;0;5.009645;115.2007;138.0386;0.81442;104.8476;0.775762
C:\Users\Erik\RoboND-Python-StarterKit\Roversim_x86_64_Data\IMG\robocam_2018_12_20_17_28_32_354.jpg;15;1;0;5.006839;115.148;138.2321;0.8583921;106.3003;1.120307
C:\Users\Erik\RoboND-Python-StarterKit\Roversim_x86_64_Data\IMG\robocam_2018_12_20_17_28_32_404.jpg;15;1;0;5.004424;115.0641;138.5176;0.7694042;108.4497;1.558237
C:\Users\Erik\RoboND-Python-StarterKit\Roversim_x86_64_Data\IMG\robocam_2018_12_20_17_28_32_455.jpg;15;1;0;5.002536;115.0052;138.7051;0.6064326;109.7153;1.757881
C:\Users\Erik\RoboND-Python-StarterKit\Roversim_x86_64_Data\IMG\robocam_2018_12_20_17_28_32_504.jpg;15;1;0;5.001688;114.9111;138.9817;0.2127605;111.4435;1.950823
C:\Users\Erik\RoboND-Python-StarterKit\Roversim_x86_64_Data\IMG\robocam_2018_12_20_17_28_32_554.jpg;15;1;0;5.001493;114.8444;139.1629;359.8559;112.5122;2.012992
C:\Users\Erik\RoboND-Python-StarterKit\Roversim_x86_64_Data\IMG\robocam_2018_12_20_17_28_32_602.jpg;15;1;0;5.000572;114.7745;139.3455;359.6283;113.4958;1.958144
C:\Users\Erik\RoboND-Python-StarterKit\Roversim_x86_64_Data\IMG\robocam_2018_12_20_17_28_32_653.jpg;15;1;0;5.000822;114.662;139.6208;359.5226;114.9694;1.728192
C:\Users\Erik\RoboND-Python-StarterKit\Roversim_x86_64_Data\IMG\robocam_2018_12_20_17_28_32_702.jpg;15;1;0;5.00061;114.5816;139.8043;359.5626;115.9821;1.522834
C:\Users\Erik\RoboND-Python-StarterKit\Roversim_x86_64_Data\IMG\robocam_2018_12_20_17_28_32_752.jpg;15;1;0;5.001413;114.453;140.0789;359.7725;117.5927;1.126839
C:\Users\Erik\RoboND-Python-StarterKit\Roversim_x86_64_Data\IMG\robocam_2018_12_20_17_28_32_802.jpg;-15;1;0;5.019074;114.3585;140.2639;0.1223239;118.8875;0.907437
C:\Users\Erik\RoboND-Python-StarterKit\Roversim_x86_64_Data\IMG\robocam_2018_12_20_17_28_32_853.jpg;-15;1;0;5.009208;114.2216;140.54;0.5376853;118.4216;0.478941
C:\Users\Erik\RoboND-Python-StarterKit\Roversim_x86_64_Data\IMG\robocam_2018_12_20_17_28_32_909.jpg;-15;1;0;5.010106;114.087;140.8171;0.9536623;116.8664;0.04640412
C:\Users\Erik\RoboND-Python-StarterKit\Roversim_x86_64_Data\IMG\robocam_2018_12_20_17_28_32_958.jpg;-15;1;0;5.0106;114;141.0021;1.18142;115.6012;359.7698
C:\Users\Erik\RoboND-Python-StarterKit\Roversim_x86_64_Data\IMG\robocam_2018_12_20_17_28_33_008.jpg;-15;1;0;5.008296;113.8746;141.2788;1.378618;113.5081;359.4132
C:\Users\Erik\RoboND-Python-StarterKit\Roversim_x86_64_Data\IMG\robocam_2018_12_20_17_28_33_057.jpg;-15;1;0;5.007513;113.7957;141.4628;1.393832;111.9926;359.1991
C:\Users\Erik\RoboND-Python-StarterKit\Roversim_x86_64_Data\IMG\robocam_2018_12_20_17_28_33_107.jpg;-15;1;0;5.006433;113.6862;141.739;1.249288;109.6227;358.8657
C:\Users\Erik\RoboND-Python-StarterKit\Roversim_x86_64_Data\IMG\robocam_2018_12_20_17_28_33_158.jpg;-15;1;0;5.005805;113.6198;141.9234;1.048375;108.0253;358.6213
C:\Users\Erik\RoboND-Python-StarterKit\Roversim_x86_64_Data\IMG\robocam_2018_12_20_17_28_33_209.jpg;-15;1;0;5.002799;113.5271;142.1996;0.6006353;105.9738;358.3467
C:\Users\Erik\RoboND-Python-StarterKit\Roversim_x86_64_Data\IMG\robocam_2018_12_20_17_28_33_258.jpg;-15;1;0;5.001869;113.4701;142.3835;0.2090103;104.7982;358.2279
C:\Users\Erik\RoboND-Python-StarterKit\Roversim_x86_64_Data\IMG\robocam_2018_12_20_17_28_33_308.jpg;-15;1;0;5.001302;113.3905;142.6626;359.6927;103.2347;358.1881
C:\Users\Erik\RoboND-Python-StarterKit\Roversim_x86_64_Data\IMG\robocam_2018_12_20_17_28_33_357.jpg;15;1;0;4.999904;113.339;142.8525;359.5314;102.4192;358.312
C:\Users\Erik\RoboND-Python-StarterKit\Roversim_x86_64_Data\IMG\robocam_2018_12_20_17_28_33_408.jpg;15;1;0;5.001774;113.2566;143.1406;359.4612;102.5738;358.8681
C:\Users\Erik\RoboND-Python-StarterKit\Roversim_x86_64_Data\IMG\robocam_2018_12_20_17_28_33_458.jpg;15;1;0;5.041839;113.202;143.3368;359.5896;103.006;359.2964
C:\Users\Erik\RoboND-Python-StarterKit\Roversim_x86_64_Data\IMG\robocam_2018_12_20_17_28_33_508.jpg;15;1;0;5.011476;113.1192;143.6334;359.9505;104.264;359.9464
C:\Users\Erik\RoboND-Python-StarterKit\Roversim_x86_64_Data\IMG\robocam_2018_12_20_17_28_33_555.jpg;15;1;0;5.009567;113.0618;143.8301;0.2099852;105.4667;0.3949677
C:\Users\Erik\RoboND-Python-StarterKit\Roversim_x86_64_Data\IMG\robocam_2018_12_20_17_28_33_605.jpg;15;1;0;5.009802;112.9734;144.1214;0.4578759;107.4187;0.9551816
C:\Users\Erik\RoboND-Python-StarterKit\Roversim_x86_64_Data\IMG\robocam_2018_12_20_17_28_33_656.jpg;15;1;0;5.00681;112.9116;144.3128;0.544375;108.8219;1.289695
C:\Users\Erik\RoboND-Python-StarterKit\Roversim_x86_64_Data\IMG\robocam_2018_12_20_17_28_33_706.jpg;15;1;0;5.003149;112.8162;144.5959;0.5166168;110.7544;1.620264
C:\Users\Erik\RoboND-Python-StarterKit\Roversim_x86_64_Data\IMG\robocam_2018_12_20_17_28_33_754.jpg;15;1;0;5.002363;112.7498;144.7816;0.3920078;111.942;1.747592
C:\Users\Erik\RoboND-Python-StarterKit\Roversim_x86_64_Data\IMG\robocam_2018_12_20_17_28_33_804.jpg;15;1;0;5.001906;112.6445;145.0553;0.053795;113.6109;1.828508
C:\Users\Erik\RoboND-Python-StarterKit\Roversim_x86_64_Data\IMG\robocam_2018_12_20_17_28_33_858.jpg;15;1;0;5.001823;112.5707;145.2362;359.8183;114.6412;1.767937
C:\Users\Erik\RoboND-Python-StarterKit\Roversim_x86_64_Data\IMG\robocam_2018_12_20_17_28_33_907.jpg;15;1;0;5.000659;112.4523;145.5083;359.6674;116.1461;1.581158
C:\Users\Erik\RoboND-Python-StarterKit\Roversim_x86_64_Data\IMG\robocam_2018_12_20_17_28_33_957.jpg;15;1;0;5.000884;112.3682;145.6901;359.7046;117.1806;1.365831
C:\Users\Erik\RoboND-Python-StarterKit\Roversim_x86_64_Data\IMG\robocam_2018_12_20_17_28_34_007.jpg;15;1;0;5.001931;112.2299;145.9634;0.003353756;119.2084;1.048711
C:\Users\Erik\RoboND-Python-StarterKit\Roversim_x86_64_Data\IMG\robocam_2018_12_20_17_28_34_057.jpg;-15;1;0;5.009988;112.1357;146.1447;0.2339448;119.6297;0.8431311
C:\Users\Erik\RoboND-Python-StarterKit\Roversim_x86_64_Data\IMG\robocam_2018_12_20_17_28_34_107.jpg;-15;1;0;5.009834;111.9963;146.4176;0.549622;118.6918;0.4949006
C:\Users\Erik\RoboND-Python-StarterKit\Roversim_x86_64_Data\IMG\robocam_2018_12_20_17_28_34_158.jpg;-15;1;0;5.010117;111.9052;146.6006;0.7677659;117.5875;0.237622
C:\Users\Erik\RoboND-Python-StarterKit\Roversim_x86_64_Data\IMG\robocam_2018_12_20_17_28_34_208.jpg;-15;1;0;5.010325;111.7736;146.8769;1.070744;115.6407;359.8025
C:\Users\Erik\RoboND-Python-StarterKit\Roversim_x86_64_Data\IMG\robocam_2018_12_20_17_28_34_258.jpg;-15;1;0;5.009465;111.6894;147.061;1.199646;114.258;359.5279
C:\Users\Erik\RoboND-Python-StarterKit\Roversim_x86_64_Data\IMG\robocam_2018_12_20_17_28_34_307.jpg;-15;1;0;5.007329;111.5697;147.3365;1.22547;112.0206;359.1648
C:\Users\Erik\RoboND-Python-StarterKit\Roversim_x86_64_Data\IMG\robocam_2018_12_20_17_28_34_357.jpg;-15;1;0;5.006522;111.4955;147.5203;1.133696;110.4583;358.9232
C:\Users\Erik\RoboND-Python-StarterKit\Roversim_x86_64_Data\IMG\robocam_2018_12_20_17_28_34_404.jpg;-15;1;0;5.005517;111.3932;147.7961;0.843262;108.1479;358.558
C:\Users\Erik\RoboND-Python-StarterKit\Roversim_x86_64_Data\IMG\robocam_2018_12_20_17_28_34_453.jpg;-15;1;0;5.002755;111.3295;147.9797;0.5520794;106.8317;358.3835
C:\Users\Erik\RoboND-Python-StarterKit\Roversim_x86_64_Data\IMG\robocam_2018_12_20_17_28_34_502.jpg;-15;1;0;5.001574;111.2698;148.1632;0.1864586;105.6542;358.2603
C:\Users\Erik\RoboND-Python-StarterKit\Roversim_x86_64_Data\IMG\robocam_2018_12_20_17_28_34_553.jpg;-15;1;0;5.001276;111.1859;148.4416;359.7041;104.0835;358.2136
C:\Users\Erik\RoboND-Python-StarterKit\Roversim_x86_64_Data\IMG\robocam_2018_12_20_17_28_34_603.jpg;15;1;0;5.001205;111.1275;148.63;359.5382;103.8077;358.4234
C:\Users\Erik\RoboND-Python-StarterKit\Roversim_x86_64_Data\IMG\robocam_2018_12_20_17_28_34_653.jpg;15;1;0;5.002308;111.0364;148.9172;359.5108;104.3616;359.0432
C:\Users\Erik\RoboND-Python-StarterKit\Roversim_x86_64_Data\IMG\robocam_2018_12_20_17_28_34_703.jpg;15;1;0;5.042958;110.9763;149.1123;359.6721;104.9892;359.4695
C:\Users\Erik\RoboND-Python-StarterKit\Roversim_x86_64_Data\IMG\robocam_2018_12_20_17_28_34_753.jpg;15;1;0;5.009723;110.8843;149.4047;-0.0007266131;106.5257;0.1121158
C:\Users\Erik\RoboND-Python-StarterKit\Roversim_x86_64_Data\IMG\robocam_2018_12_20_17_28_34_803.jpg;15;1;0;5.00921;110.8197;149.5987;0.240768;107.8051;0.5748183
C:\Users\Erik\RoboND-Python-StarterKit\Roversim_x86_64_Data\IMG\robocam_2018_12_20_17_28_34_854.jpg;15;1;0;5.009284;110.7209;149.8855;0.4335884;109.8067;1.130094
C:\Users\Erik\RoboND-Python-StarterKit\Roversim_x86_64_Data\IMG\robocam_2018_12_20_17_28_34_903.jpg;15;1;0;5.003642;110.6529;150.0739;0.4785245;111.1692;1.433166
C:\Users\Erik\RoboND-Python-StarterKit\Roversim_x86_64_Data\IMG\robocam_2018_12_20_17_28_34_953.jpg;15;1;0;5.002546;110.5478;150.3522;0.3878467;113.024;1.718735
C:\Users\Erik\RoboND-Python-StarterKit\Roversim_x86_64_Data\IMG\robocam_2018_12_20_17_28_35_003.jpg;15;1;0;5.001863;110.4745;150.5345;0.2236468;114.1741;1.825003
C:\Users\Erik\RoboND-Python-StarterKit\Roversim_x86_64_Data\IMG\robocam_2018_12_20_17_28_35_053.jpg;15;1;0;5.001722;110.3589;150.8045;359.906;115.7821;1.849145
C:\Users\Erik\RoboND-Python-StarterKit\Roversim_x86_64_Data\IMG\robocam_2018_12_20_17_28_35_103.jpg;15;1;0;5.000832;110.2771;150.9848;359.8235;116.8118;1.766596
C:\Users\Erik\RoboND-Python-StarterKit\Roversim_x86_64_Data\IMG\robocam_2018_12_20_17_28_35_153.jpg;15;1;0;5.001065;110.1464;151.2549;359.8631;118.4058;1.560736
C:\Users\Erik\RoboND-Python-StarterKit\Roversim_x86_64_Data\IMG\robocam_2018_12_20_17_28_35_203.jpg;15;1;0;5.001462;110.0539;151.4348;0.01130151;119.5128;1.335292
C:\Users\Erik\RoboND-Python-StarterKit\Roversim_x86_64_Data\IMG\robocam_2018_12_20_17_28_35_253.jpg;-15;1;0;5.003712;109.9098;151.7023;0.1551673;121.2534;0.9232361
C:\Users\Erik\RoboND-Python-StarterKit\Roversim_x86_64_Data\IMG\robocam_2018_12_20_17_28_35_309.jpg;-15;1;0;5.009659;109.765;151.9689;0.2788368;120.7072;0.5049582
